,Title,Rating,Content
151,Excellent!,5,"For the money these are probably the best monitors for the price. Presonus are a solid company and thier software is top notch!

If you aren't using Studio One you are missing out. Hands down the best DAW for a super price on the market. Love it."
152,Excellent value for money - audiophile review,5,"So I think these are the cheapest single bit of audio equipment I own. I wanted something to use at my desktop for monitoring my guitar playing without breaking the bank.

I have a £600 hifi setup, good IEM's and open back headphones, and all things considered I think these are really good value for money.

Resolution (ability for them to reproduce detail in music)
- Good (for the money). You won't be able to discern lossy vs lossless music with these. Not even close. However they hold their own"
153,Excellent product,5,"Connect easily, sounds great, plenty of range"
154,Wow powerful,5,Did not expect it to be this big. Very powerful and clear bass with good tuning settings on the back. I wish it had a bass volume control on the back of the sub.
155,Blew Spectacular after 5 days!,1,"Worked fine for 4 days, switched them on the this morning instant loud band with a huge electrical spark seen through the speaker grill."
156,Singular Bluetooth Speaker,4,"I bought the 4.5 Bluetooth pair. While the sound quality is fantastic, something to note is that both speakers aren’t Bluetooth enabled. There is the main speaker, which is, and a passive speaker which you must connect cables to. More knowledgeable people might know to watch out for this, but I didn’t. I can’t compliment the sound enough, but had I known these were essentially wired too, I’d have found a more suitable pair that were both Bluetooth enabled."
157,Good monitors,5,"Price, sound quality, volume level. All good for me. Bluetooth an added bonus at this price"
158,Fantastic multimedia and gaming speakers,5,"I bought those to replace a set of Creative Gigaworks T40 II's and Creative T100's as I felt something was missing from the sound so I looked at those monitor speakers as they were discounted.

I'm not an audiophile but I do like good sound and these speakers have it in spades. As soon as I swapped my old speakers off my desk, I was amazed by how much clearer and well better defined the sound was.

Although I dabble a bit with a MIDI controller with virtual instruments sometimes, I'm not a music"
159,Utter bargain,5,"I recently got back in music creation and bought a DAW. Up until then I relied on headphones which were great. But then I read it's best to have a 2nd reference, ie audio monitors for checking levels and such.
Didn't want to spend too much in case It became another one of many fads.
I'm driving these with a PreSonus 24c audio interface, wired with singles TRS cables instead of the RCA cable they provide.
For the money they sound pretty darn good, and loud too. The pack a lot of punch for there s"
160,Great sound with an intense blue LED.,5,"Easily the best sound quality you'll find at this price point and for a speaker of this size. Great build quality, everything feels well made and solid, all the dials and connections are good. Only thing that sucks is the unnecessarily bright blue power LED on the front of them."
161,"Nice, Great speaker",5,"Small but mighty, (like me) Value for money, (also like me)"
162,Good value budget sub,4,"I wasn't expecting much from this device, as there is a good quality Adam Sub in my main studio that i've owned for 6+ years. This was purchased for my decks setup, and i have to say i am quite impressed.

Great value for money, and It fits nicely into an IKEA Kallax square, which is very convenient for hiding it away.

How could they improve it? put a volume control on the front"
